Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Valor Imposto Cobrado (sumarizado);Zona Uso ITBI;Data Inclusao Transacao
RUA PROFESSOR PATROCINIO FILHO 272 - APT 201 - PALMARES - 31160-550 - BELO HORIZONTE - MG;PALMARES;2000;360;124,51;124,51;P3;0,130935;AP;RESIDENCIAL;440000;13200;ZAP;06/12/2021 00:00
RUA PROFESSOR RAIMUNDO CANDIDO 52 - APT 1302 - BELVEDERE - 30320-650 - BELO HORIZONTE - MG;BELVEDERE;2008;2640;319,52;319,52;P5;0,03776;AP;RESIDENCIAL;2059999,12;61799,97;ZP3;02/12/2021 17:03
RUA PROFESSOR TAVARES PAES 597 - JARDIM AMERICA - 30421-473 - BELO HORIZONTE - MG;JARDIM AMERICA;2016;360;448;448;P2;1;CC;NAO RESIDENCIAL;999999,32;29999,97;ZAP;01/12/2021 00:00
RUA PROGRESSO 1587 - BLOCO B APT 101 - MONSENHOR MESSIAS - 30720-474 - BELO HORIZONTE - MG;MONSENHOR MESSIAS;1997;1000;84,5;84,5;P3;0,04169;AP;RESIDENCIAL;244069,8;7322,09;ZAP;18/12/2021 10:12
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 1005 BLOCO 2 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;54,67;54,67;P3;0,00422;AP;RESIDENCIAL;213832,09;6414,96;ZAR2;02/12/2021 17:38
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 107 BLOCO 2 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;56,98;56,98;P3;0,004398;AP;RESIDENCIAL;240009;7200,27;ZAR2;30/12/2021 00:00
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 1208 BLOCO 1 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;52,97;211,88;P3;0,004089;AP;RESIDENCIAL;215720,76;12943,24;ZAR2;28/12/2021 11:38
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 1403 BLOCO 1 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;54,67;54,67;P3;0,00422;AP;RESIDENCIAL;214100;6423;ZAR2;02/12/2021 17:19
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 1408 BLOCO 2 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;52,97;52,97;P3;0,004089;AP;RESIDENCIAL;216166,31;6484,98;ZAR2;23/12/2021 16:50
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 503 BLOCO 1 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;54,67;54,67;P3;0,00422;AP;RESIDENCIAL;208000;6240;ZAR2;07/12/2021 14:51
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 505 BLOCO 1 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;54,67;218,68;P3;0,00422;AP;RESIDENCIAL;208000;12480;ZAR2;28/12/2021 11:36
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 506 BLOCO 1 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;54,67;54,67;P3;0,00422;AP;RESIDENCIAL;213080,11;6392,4;ZAR2;30/12/2021 00:00
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 506 BLOCO 2 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;54,67;54,67;P3;0,00422;AP;RESIDENCIAL;215267,48;6458,02;ZAR2;29/12/2021 00:00
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 507 BLOCO 1 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;52,97;52,97;P3;0,004089;AP;RESIDENCIAL;208000;6240;ZAR2;29/12/2021 00:00
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 604 BLOCO 1 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;54,67;218,68;P3;0,00422;AP;RESIDENCIAL;208000;12480;ZAR2;28/12/2021 11:16
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 907 BLOCO 1 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;11740,1;52,97;52,97;P3;0,004089;AP;RESIDENCIAL;209100;6273;ZAR2;30/12/2021 00:00
RUA QUELUZITA 34 - GARAGE 04 PNE BLOCO 02 - TOWER 3º PAVIMENTO - DOM JOAQUIM - 31170-679 - BELO HORIZONTE - MG;DOM JOAQUIM;2017;45762,08;19,11;19,11;P4;0,00014;VC;NAO RESIDENCIAL;81217,5;2436,52;ZAP;07/12/2021 15:34
RUA QUELUZITA 34 - GARAGE 34/35 BLOCO 02 - TOWER 3º PAVIMENTO - DOM JOAQUIM - 31170-679 - BELO HORIZONTE - MG;DOM JOAQUIM;2017;45762,08;38,23;38,23;P4;0,00028;VC;NAO RESIDENCIAL;162477,5;4874,32;ZAP;05/12/2021 00:00
RUA QUELUZITA 34 - GARAGE 70 BLOCO 02 - TOWER 4º PAVIMENTO - DOM JOAQUIM - 31170-679 - BELO HORIZONTE - MG;DOM JOAQUIM;2017;45762,08;19,11;19,11;P4;0,00014;VC;NAO RESIDENCIAL;81217,5;2436,52;ZAP;05/12/2021 00:00
RUA QUELUZITA 34 - SALA 2006 BLOCO 02- TOWER - DOM JOAQUIM - 31170-679 - BELO HORIZONTE - MG;DOM JOAQUIM;2017;45762,08;58,71;58,71;P4;0,00043;SL;NAO RESIDENCIAL;310000;9300;ZAP;07/12/2021 15:29
RUA QUELUZITA 34 - SALA 2007 BLOCO 02- TOWER - DOM JOAQUIM - 31170-679 - BELO HORIZONTE - MG;DOM JOAQUIM;2017;45762,08;61,44;61,44;P4;0,00045;SL;NAO RESIDENCIAL;314572,8;9437,18;ZAP;07/12/2021 16:00
RUA QUELUZITA 34 - SALA 2008 BLOCO 02- TOWER - DOM JOAQUIM - 31170-679 - BELO HORIZONTE - MG;DOM JOAQUIM;2017;45762,08;61,44;61,44;P4;0,00045;SL;NAO RESIDENCIAL;320726,08;9621,78;ZAP;05/12/2021 00:00
RUA QUELUZITA 34 - SALA 2009 BLOCO 02- TOWER - DOM JOAQUIM - 31170-679 - BELO HORIZONTE - MG;DOM JOAQUIM;2017;45762,08;71;71;P4;0,00052;SL;NAO RESIDENCIAL;423330,64;12699,91;ZAP;05/12/2021 00:00
RUA RADIALISTA ANTONIO ONESIMO 185 - APT 302 - CEU AZUL - 31578-610 - BELO HORIZONTE - MG;CEU AZUL;2017;525;97,56;97,56;P3;0,102086;AP;RESIDENCIAL;320972,4;9629,17;ZAR2;06/12/2021 16:44
RUA RADIALISTA AUGUSTO NETO 156 - APT 103 - CEU AZUL - 31578-450 - BELO HORIZONTE - MG;CEU AZUL;2014;525;88,66;88,66;P3;0,12649;AP;RESIDENCIAL;240000;7200;ZAR2;20/12/2021 09:28
RUA RAFAEL MAGALHAES 20 - APT 407 - SANTO ANTONIO - 30350-110 - BELO HORIZONTE - MG;SANTO ANTONIO;1973;1437;77;77;P2;0,02229;AP;RESIDENCIAL;400000;12000;ZA;10/12/2021 11:10
RUA RAIMUNDO CORREIA 123 - APT 201 - SAO PEDRO - 30330-090 - BELO HORIZONTE - MG;SAO PEDRO;2010;260,5;90,16;90,16;P3;0,10548;AP;RESIDENCIAL;525000;15750;ZA;23/12/2021 10:20
RUA RAIMUNDO CORREIA 186 - APT 301 - SAO PEDRO - 30330-090 - BELO HORIZONTE - MG;SAO PEDRO;2019;305;151,92;151,92;P4;0,20166;AP;RESIDENCIAL;845500;25365;ZA;16/12/2021 10:05
RUA RAIMUNDO CORREIA 93 - APT 302 - SAO PEDRO - 30330-090 - BELO HORIZONTE - MG;SAO PEDRO;1958;728;101,35;101,35;P3;0,067521;AP;RESIDENCIAL;325000;9750;ZA;21/12/2021 11:57
RUA RAMALHETE 115 - APT 103 - ANCHIETA - 30310-310 - BELO HORIZONTE - MG;ANCHIETA;1981;768;134,72;134,72;P3;0,092315;AP;RESIDENCIAL;500000;15000;ZA;01/12/2021 00:00
RUA RAMALHETE 191 - APT 105 - CRUZEIRO - 30310-310 - BELO HORIZONTE - MG;CRUZEIRO;1976;1155;101,12;101,12;P3;0,035269;AP;RESIDENCIAL;360000;10800;ZA;07/12/2021 09:51
RUA RAMALHO ORTIGAO 103 - APT 101 - SANTA BRANCA - 31565-100 - BELO HORIZONTE - MG;SANTA BRANCA;1995;360;35,28;35,28;P3;0,25;AP;RESIDENCIAL;370000;11100;ZAP;01/12/2021 18:59
RUA RAMALHO ORTIGAO 561 - APT 104 - SANTA BRANCA - 31565-100 - BELO HORIZONTE - MG;SANTA BRANCA;2021;720;70,59;70,59;P3;0,064339;AP;RESIDENCIAL;398635,7;11959,07;ZAP;17/12/2021 16:27
RUA RAMALHO ORTIGAO 561 - APT 401 - SANTA BRANCA - 31565-100 - BELO HORIZONTE - MG;SANTA BRANCA;2021;720;100,04;200,08;P3;0,09118;AP;RESIDENCIAL;409999,71;24599,98;ZAP;16/12/2021 15:50
RUA RAMALHO ORTIGAO 577 - APT 402 - SANTA BRANCA - 31565-100 - BELO HORIZONTE - MG;SANTA BRANCA;2021;720;100,03;200,06;P3;0,091179;AP;RESIDENCIAL;415000;24900;ZAP;17/12/2021 16:51
RUA RAMALHO ORTIGAO 876 - CASA 1 - SANTA BRANCA - 31565-100 - BELO HORIZONTE - MG;SANTA BRANCA;2007;300;64,12;256,48;P3;0,203352;CA;RESIDENCIAL;335000;20100;ZAP;27/12/2021 10:38
RUA RAUL POMPEIA 43 - SALA 202 - SAO PEDRO - 30330-080 - BELO HORIZONTE - MG;SAO PEDRO;1989;255,2;35,72;35,72;P3;0,046128;SL;NAO RESIDENCIAL;160000;4800;ZA;07/12/2021 10:13
RUA RAUL RIBEIRO DA SILVA 121 - TIROL - 30662-110 - BELO HORIZONTE - MG;TIROL;1988;360;177,71;177,71;P4;1;CA;RESIDENCIAL;600000;18000;ZAP;16/12/2021 00:00
RUA RAYMUNDO VAZ DE MELO 78 - APT 2 - DONA CLARA - 31260-120 - BELO HORIZONTE - MG;DONA CLARA;1996;720;115,19;230,38;P3;0,125;AP;RESIDENCIAL;447000;26820;ZAP;15/12/2021 08:06
RUA RECY SOUZA PAIVA 317 - ITAPOA - 31710-600 - BELO HORIZONTE - MG;ITAPOA;1980;360;320;320;P2;1;CA;RESIDENCIAL;676400;20292;ZAP;20/12/2021 10:17
RUA REPUBLICA ARGENTINA 414 - APT 106 - SION - 30315-490 - BELO HORIZONTE - MG;SION;1969;1290;117,78;117,78;P3;0,035752;AP;RESIDENCIAL;440261,64;13207,84;ZA;06/12/2021 14:15
RUA REPUBLICA ARGENTINA 725 - APT 702 - SION - 30315-490 - BELO HORIZONTE - MG;SION;2015;1800;269,12;269,12;P5;0,03709;AP;RESIDENCIAL;1912721,96;57381,65;ZA;15/12/2021 00:00
RUA RIACHUELO 1011 - APT 202 - PADRE EUSTAQUIO - 30720-060 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2005;456,5;152,92;611,68;P3;0,107865;AP;RESIDENCIAL;567000;34020;ZA;27/12/2021 14:06
RUA RIO CASCA 149 - CARLOS PRATES - 30710-200 - BELO HORIZONTE - MG;CARLOS PRATES;1974;300;169;676;P3;1;CA;RESIDENCIAL;466895;28013,7;ZA;28/12/2021 15:47
RUA RIO DE JANEIRO 1186 - APT 801 - CENTRO - 30160-043 - BELO HORIZONTE - MG;CENTRO;1983;597;84;84;P3;0,011388;AP;RESIDENCIAL;311981,76;9359,45;ZHIP;01/12/2021 12:09
RUA RIO DE JANEIRO 1672 - APT 802 - LOURDES - 30160-046 - BELO HORIZONTE - MG;LOURDES;2003;600;178,58;178,58;P4;0,047465;AP;RESIDENCIAL;1020000;30600;ZCBH;13/12/2021 13:41
RUA RIO DE JANEIRO 2779 - APT 1103 - LOURDES - 30160-048 - BELO HORIZONTE - MG;LOURDES;1999;1464,6;189,44;189,44;P4;0,024107;AP;RESIDENCIAL;1050000;31500;ZCBH;01/12/2021 15:31
RUA RIO DE JANEIRO 888 - APT 404 - CENTRO - 30160-043 - BELO HORIZONTE - MG;CENTRO;1965;600;112,99;112,99;P2;0,01782;AP;RESIDENCIAL;388234,96;11647,04;ZHIP;03/12/2021 10:15
RUA RIO DE JANEIRO 909-B - APT 704 - CENTRO - 30160-913 - BELO HORIZONTE - MG;CENTRO;1958;2450;138;138;P2;0,006286;AP;RESIDENCIAL;391911,55;11757,34;ZHIP;07/12/2021 12:29
RUA RIO ESPERA 268 - APT 102 - CARLOS PRATES - 30710-260 - BELO HORIZONTE - MG;CARLOS PRATES;1998;396;122,63;122,63;P3;0,144927;AP;RESIDENCIAL;358472,02;10754,16;ZA;03/12/2021 10:02
RUA RIO GRANDE DO NORTE 1436 - GARAGE 189 - SAVASSI - 30130-138 - BELO HORIZONTE - MG;SAVASSI;2016;2002,82;9,91;9,91;P4;0,000662;VC;NAO RESIDENCIAL;46081,5;1382,44;ZCBH;07/12/2021 15:58
RUA RIO GRANDE DO NORTE 1436 - GARAGE 190 - SAVASSI - 30130-138 - BELO HORIZONTE - MG;SAVASSI;2016;2002,82;9,91;9,91;P4;0,000662;VC;NAO RESIDENCIAL;46081,5;1382,44;ZCBH;07/12/2021 16:02
RUA RIO GRANDE DO NORTE 1436 - GARAGE 191 - SAVASSI - 30130-138 - BELO HORIZONTE - MG;SAVASSI;2016;2002,82;9,91;9,91;P4;0,000662;VC;NAO RESIDENCIAL;46081,5;1382,44;ZCBH;07/12/2021 16:03
RUA RIO GRANDE DO NORTE 836 - APT 601 - SAVASSI - 30130-135 - BELO HORIZONTE - MG;SAVASSI;2021;600;158,58;634,32;P4;0,045262;AP;RESIDENCIAL;1250000;75000;ZCBH;27/12/2021 15:59
RUA RIO GRANDE DO SUL 1555 - APT 1003 - SANTO AGOSTINHO - 30170-116 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2020;888;176,81;176,81;P4;0,03222;AP;RESIDENCIAL;1060860;31825,8;ZCBH;16/12/2021 00:00
RUA RIO GRANDE DO SUL 31 - LOJA 1 - CENTRO - 30170-110 - BELO HORIZONTE - MG;CENTRO;1956;675;178;178;P1;0,08997;LJ;NAO RESIDENCIAL;800000;24000;ZHIP;03/12/2021 17:28
RUA RIO GRANDE DO SUL 646 - APT 402 BLOCO 2 - BARRO PRETO - 30170-114 - BELO HORIZONTE - MG;BARRO PRETO;1979;1090;81;162;P3;0,008502;AP;RESIDENCIAL;359999,99;21599,98;ZCBH;07/12/2021 10:55
RUA RIO GRANDE DO SUL 646 - GARAGE 34 - BARRO PRETO - 30170-114 - BELO HORIZONTE - MG;BARRO PRETO;1979;1090;21;21;P3;0,002221;VR;RESIDENCIAL;53000;1590;ZCBH;07/12/2021 15:35
RUA RIO GRANDE DO SUL 664 - APT 1102 BLOCO 1 - BARRO PRETO - 30170-114 - BELO HORIZONTE - MG;BARRO PRETO;1979;1090;78;78;P3;0,008166;AP;RESIDENCIAL;373618,44;11208,55;ZCBH;07/12/2021 15:36
RUA RIO POMBA 1478 - PADRE EUSTAQUIO - 30720-290 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1959;350;29;29;P2;0,133028;LJ;NAO RESIDENCIAL;86500;2595;ZA;06/12/2021 11:44
RUA RIO POMBA 1478 - PADRE EUSTAQUIO - 30720-290 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1959;350;189;189;P2;0,866972;CA;RESIDENCIAL;563500;33810;ZA;06/12/2021 11:36
RUA RIO POMBA 1568 - BLOCO 2 APT 205 - PADRE EUSTAQUIO - 30720-290 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2004;1137;54,77;54,77;P3;0,0246;AP;RESIDENCIAL;207621,33;6228,63;ZA;09/12/2021 00:00
RUA RIO VERDE 18 - ANCHIETA - 30310-750 - BELO HORIZONTE - MG;ANCHIETA;1968;312;193,15;193,15;P3;1;CA;RESIDENCIAL;1387357,73;41620,73;ZA;15/12/2021 00:00
RUA RITA MARCELINA 555 - APT 102 - BOA VISTA - 31070-360 - BELO HORIZONTE - MG;BOA VISTA;2013;360;133,46;133,46;P3;0,1947;AP;RESIDENCIAL;500000;15000;ZAR2;07/12/2021 16:44
RUA RODOLFO JACOB 640 - APT 202 - BARREIRO - 30640-480 - BELO HORIZONTE - MG;BARREIRO;2007;720;138,45;138,45;P3;0,05021;AP;RESIDENCIAL;370677,33;11120,31;ZCBA;15/12/2021 17:00
RUA RODRIGUES CALDAS 501 - APT 1102 - SANTO AGOSTINHO - 30190-120 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2015;600;180,56;361,12;P4;0,04145;AP;RESIDENCIAL;1090000;65400;ZCBH;01/12/2021 21:16
RUA ROMA 88 - BLOCO 2 APT 204 - COPACABANA - 31550-470 - BELO HORIZONTE - MG;COPACABANA;1997;1440;49,89;49,89;P2;0,031027;AP;RESIDENCIAL;173102,34;5193,07;ZAR2;04/12/2021 00:00
RUA ROMUALDO LOPES CANCADO 26 - PAVMTO 1 APT 102 - CASTELO - 30840-460 - BELO HORIZONTE - MG;CASTELO;1999;846,8;49,81;199,24;P2;0,042805;AP;RESIDENCIAL;186862,22;11211,72;ZAR2;27/12/2021 00:00
RUA ROMUALDO LOPES CANCADO 678 - APT 302 - CASTELO - 30840-460 - BELO HORIZONTE - MG;CASTELO;2010;444,4;125,51;125,51;P3;0,072633;AP;RESIDENCIAL;490000;14700;ZAR2;13/12/2021 14:40
RUA ROSA BARBOSA PINTO 59 - APT 401 BLOCO 3 - PARQUE SAO PEDRO - 31610-242 - BELO HORIZONTE - MG;PARQUE SAO PEDRO;2011;5283,83;58,33;58,33;P3;0,006603;AP;RESIDENCIAL;191905,7;5757,17;ZAP;09/12/2021 08:45
RUA ROSA BARBOSA PINTO 59 - APT 501 BLOCO 3 - PARQUE SAO PEDRO - 31610-242 - BELO HORIZONTE - MG;PARQUE SAO PEDRO;2011;5283,83;58,33;233,32;P3;0,006603;AP;RESIDENCIAL;191905,7;11514,34;ZAP;27/12/2021 00:00
RUA ROSA BRANCA 220 - PILAR - 30390-220 - BELO HORIZONTE - MG;PILAR;1983;360;194,55;197,93;P2;1;CA;RESIDENCIAL;290000;26100;ZAR2;10/12/2021 16:01
RUA ROSALINA CALEGARIO 140 - APT 201 - SERRANO - 30882-580 - BELO HORIZONTE - MG;SERRANO;1999;360;59,71;59,71;P2;0,168047;AP;RESIDENCIAL;161575,26;4847,25;ZAP;08/12/2021 10:09
RUA ROSINHA SIGAUD 1121 - CAICARA ADELAIDE - 30770-362 - BELO HORIZONTE - MG;CAICARA ADELAIDE;1989;300;195,37;195,37;P4;1;CA;RESIDENCIAL;855000;51300;ZAP;14/12/2021 13:31
RUA ROSINHA SIGAUD 351 - APT 1102 - CAICARAS - 30770-560 - BELO HORIZONTE - MG;CAICARAS;2014;900;246,91;246,91;P4;0,0759;AP;RESIDENCIAL;1230000;36900;ZAP;16/12/2021 00:00
RUA RUBENS CAPORALI RIBEIRO 820 - APT 1101 - BURITIS - 30575-857 - BELO HORIZONTE - MG;BURITIS;2013;3141,54;155,59;155,59;P4;0,014737;AP;RESIDENCIAL;596000;17880;ZAR2;08/12/2021 10:53
RUA RUBENS CAPORALI RIBEIRO 839 - APT 1501 BLOCO 1 - BURITIS - 30575-857 - BELO HORIZONTE - MG;BURITIS;2016;8534,68;301,62;301,62;P3;0,00977;AP;RESIDENCIAL;1800000;54000;ZAR2;03/12/2021 11:12
RUA RUBENS CARVALHO DE ANDRADE 60 - APT 501 - BURITIS - 30575-810 - BELO HORIZONTE - MG;BURITIS;2010;900;162;162;P4;0,059489;AP;RESIDENCIAL;549564,68;16486,94;ZAR2;16/12/2021 13:23
RUA RUBI 223 - APT 501 - PRADO - 30411-125 - BELO HORIZONTE - MG;PRADO;2011;384,25;179,76;179,76;P4;0,1462;AP;RESIDENCIAL;875000;26250;ZA;06/12/2021 16:03
RUA RUBIA MARA BARBOSA 45 - APT 402 BLOCO 05 - OLARIA - 30660-298 - BELO HORIZONTE - MG;OLARIA;2016;6779,28;50,25;50,25;P3;0,006642;AP;RESIDENCIAL;180071,58;5402,14;ZAR2;02/12/2021 14:41
RUA SABINO BARROSO 121 - BLOCO A APT 303 - CRUZEIRO - 30310-200 - BELO HORIZONTE - MG;CRUZEIRO;1970;842;115,56;462,24;P3;0,05555;AP;RESIDENCIAL;425000;25500;ZA;27/12/2021 12:44
RUA SAGITARIO 182 - APT 22 - SANTA LUCIA - 30360-230 - BELO HORIZONTE - MG;SANTA LUCIA;1979;536;202,22;202,22;P3;0,0872;AP;RESIDENCIAL;690000;20700;ZAR1;22/12/2021 15:26
RUA SAGRES 65 - APT 501 - PRADO - 30411-241 - BELO HORIZONTE - MG;PRADO;2021;720;114,01;114,01;P4;0,089959;AP;RESIDENCIAL;567000;17010;ZA;14/12/2021 09:30
RUA SAIDE HADDAD ANTONIO 391 - APT 301 - COPACABANA - 31550-040 - BELO HORIZONTE - MG;COPACABANA;2021;405;166,59;166,59;P3;0,200198;AP;RESIDENCIAL;548081,1;16442,43;ZAR2;20/12/2021 17:08
RUA SALDANHA DA GAMA 57 - APT 702 - COLEGIO BATISTA - 31110-210 - BELO HORIZONTE - MG;COLEGIO BATISTA;2011;1154,75;158,78;158,78;P4;0,0325;AP;RESIDENCIAL;650000;19500;ZAP;15/12/2021 00:00
RUA SALINAS 683 - APT 302 - FLORESTA - 31015-365 - BELO HORIZONTE - MG;FLORESTA;2018;1079,14;119,7;119,7;P3;0,0377;AP;RESIDENCIAL;580000;17400;ZA;21/12/2021 19:56
RUA SAMUEL PEREIRA 260 - APT 403 - ANCHIETA - 30310-550 - BELO HORIZONTE - MG;ANCHIETA;1983;1056;86,57;86,57;P3;0,023303;AP;RESIDENCIAL;440000;13200;ZA;07/12/2021 15:05
RUA SANTA BARBARA 681 - APT 201 - SAGRADA FAMILIA - 31030-150 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2015;456;125,64;125,64;P3;0,111271;AP;RESIDENCIAL;437227,2;13116,81;ZAP;16/12/2021 17:28
RUA SANTA CATARINA 1340 - APT 302 - LOURDES - 30170-088 - BELO HORIZONTE - MG;LOURDES;1991;1092;250,08;250,08;P4;0,045455;AP;RESIDENCIAL;1250000;37500;ZCBH;17/12/2021 16:54
RUA SANTA CATARINA 1353 - APT 402 - LOURDES - 30170-088 - BELO HORIZONTE - MG;LOURDES;2020;420;137,8;137,8;P4;0,05323;AP;RESIDENCIAL;826800;24804;ZCBH;15/12/2021 12:36
RUA SANTA CATARINA 1353 - GARAGE 26/27 SUBSL 2 - LOURDES - 30170-088 - BELO HORIZONTE - MG;LOURDES;2020;420;19,98;19,98;P4;0,00772;VR;RESIDENCIAL;100000;3000;ZCBH;15/12/2021 12:29
RUA SANTA CATARINA 755 - APT 202 - LOURDES - 30170-081 - BELO HORIZONTE - MG;LOURDES;2002;1200;198,02;198,02;P4;0,03236;AP;RESIDENCIAL;1260000;37800;ZCBH;06/12/2021 13:22
RUA SANTA CATARINA 996 - APT 402 - LOURDES - 30170-084 - BELO HORIZONTE - MG;LOURDES;1991;1087,5;183,39;183,39;P4;0,023385;AP;RESIDENCIAL;1136871,29;34106,13;ZCBH;16/12/2021 00:00
RUA SANTA CRUZ 56 - VENDA NOVA - 31510-070 - BELO HORIZONTE - MG;VENDA NOVA;1974;260;164;656;P3;1;CC;NAO RESIDENCIAL;1018500;122220;ZCVN;28/12/2021 17:35
RUA SANTA MARIA GORETTI 443 - APT 101 - BARREIRO - 30642-020 - BELO HORIZONTE - MG;BARREIRO;2015;360;103,4;103,4;P3;0,10262;AP;RESIDENCIAL;359832;10794,96;ZAP;02/12/2021 15:17
RUA SANTA MARIA ITABIRA 312 - APT 400 - SION - 30310-600 - BELO HORIZONTE - MG;SION;1980;422;258,2;258,2;P4;0,2;AP;RESIDENCIAL;1075000;32250;ZA;14/12/2021 15:11
RUA SANTA RITA DURAO 1000 - APT 1705 - SAVASSI - 30140-118 - BELO HORIZONTE - MG;SAVASSI;1992;1800;92,79;92,79;P4;0,01;AP;RESIDENCIAL;410000;12300;ZCBH;15/12/2021 00:00
RUA SANTA RITA DURAO 84 - APT 802 - FUNCIONARIOS - 30140-110 - BELO HORIZONTE - MG;FUNCIONARIOS;2020;428;71,26;71,26;P3;0,026998;AP;RESIDENCIAL;390504,8;11715,14;ZCBH;13/12/2021 13:58
RUA SANTISSIMA TRINDADE 401 - APT 306 - SAGRADA FAMILIA - 31030-250 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2012;800;83,08;83,08;P3;0,03666;AP;RESIDENCIAL;345900,96;10377,02;ZAP;15/12/2021 17:36
RUA SANTO ANTONIO 800 - APT 401 BLOCO 5 - SAO JOAO BATISTA - 31515-100 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2011;13467,79;49,94;49,94;P3;0,003268;AP;RESIDENCIAL;169999,96;5099,99;ZAP;21/12/2021 14:34
RUA SANTO ANTONIO 800 - APT 402 BLOCO 14 - SAO JOAO BATISTA - 31515-100 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2011;13467,79;49,94;49,94;P3;0,003268;AP;RESIDENCIAL;169999,96;5099,99;ZAP;16/12/2021 00:00
RUA SANTO ONOFRE 330 - APT 202B - MANACAS - 30840-670 - BELO HORIZONTE - MG;MANACAS;2015;1122,8;76,94;76,94;P3;0,02576;AP;RESIDENCIAL;221690,49;6650,71;ZAP;14/12/2021 15:26
RUA SANTO ONOFRE 330 - APT 302B - MANACAS - 30840-670 - BELO HORIZONTE - MG;MANACAS;2015;1122,8;76,94;76,94;P3;0,02576;AP;RESIDENCIAL;230000;6900;ZAP;30/12/2021 00:00
RUA SANTOS 2089 - BLOCO 2 APT 203 - JARDIM AMERICA - 30421-490 - BELO HORIZONTE - MG;JARDIM AMERICA;2004;1696,7;57,22;57,22;P2;0,016104;AP;RESIDENCIAL;165000;4950;ZAP;10/12/2021 11:05
RUA SANTOS 389 - APT 302 - JARDIM AMERICA - 30421-386 - BELO HORIZONTE - MG;JARDIM AMERICA;1984;730;107,86;107,86;P3;0,062262;AP;RESIDENCIAL;280000;8400;ZAP;09/12/2021 17:23
RUA SAO BENTO 1411 - APT 201 - SAGRADA FAMILIA - 31035-060 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1983;300;70;70;P3;0,158;AP;RESIDENCIAL;255000;7650;ZAP;13/12/2021 11:37
RUA SAO BENTO 1744 - HORTO FLORESTAL - 31035-055 - BELO HORIZONTE - MG;HORTO FLORESTAL;1966;241,75;78;78;P1;1;CA;RESIDENCIAL;350000;10500;ZAR2;02/12/2021 10:54
RUA SAO BENTO 280 - APT 201 - GRACA - 31140-065 - BELO HORIZONTE - MG;GRACA;1995;336;249,6;249,6;P3;0,333;AP;RESIDENCIAL;694886,4;20846,59;ZAP;29/12/2021 00:00
RUA SAO CARLOS 311 - APT 205 - MADRE GERTRUDES - 30512-740 - BELO HORIZONTE - MG;MADRE GERTRUDES;1992;720;64,85;64,85;P2;0,08371;AP;RESIDENCIAL;213615,9;6408,47;ZAR2;09/12/2021 18:43
