Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Valor Imposto Cobrado (sumarizado);Zona Uso ITBI;Data Inclusao Transacao
RUA DOS BORGES 1050 - APT 402 BLOCO 2 - JARDIM VITORIA - 31975-270 - BELO HORIZONTE - MG;JARDIM VITORIA;2021;8304,94;53,35;106,7;P3;0,009983;AP;RESIDENCIAL;175521,5;10531,28;ZAR2;22/09/2021
RUA DOS BORGES 1050 - APT 102 BLOCO 3 - JARDIM VITORIA - 31975-270 - BELO HORIZONTE - MG;JARDIM VITORIA;2021;8304,94;53,81;107,62;P3;0,010068;AP;RESIDENCIAL;177034,9;10622,08;ZAR2;22/09/2021
RUA TRES BICAS 351 - DOM JOAQUIM - 31920-160 - BELO HORIZONTE - MG;DOM JOAQUIM;1970;360;170;170;P2;1;CA;RESIDENCIAL;440000;26400;ZAP;22/09/2021
RUA CURA D ARS 774 - APT 301 - PRADO - 30411-197 - BELO HORIZONTE - MG;PRADO;2009;350;182,88;182,88;P4;0,22358;AP;RESIDENCIAL;750000;22500;ZA;22/09/2021
RUA TOME DE SOUZA 247 - APT 1001 - SAVASSI - 30140-130 - BELO HORIZONTE - MG;SAVASSI;1989;750;301,96;301,96;P4;0,0833;AP;RESIDENCIAL;1449408;43482,24;ZCBH;22/09/2021
RUA CORONEL JOSE DE CASTRO 307 - APT 202 - SANTA CRUZ - 31155-000 - BELO HORIZONTE - MG;SANTA CRUZ;2017;576;125,89;125,89;P3;0,1235;AP;RESIDENCIAL;438097,2;13142,91;ZAR2;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11700 - APT 404 BLOCO 6 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;9063,1;53,21;106,42;P3;0,008274;AP;RESIDENCIAL;171500;10290;ZAR2;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11700 - APT 101 BLOCO 3 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;9063,1;55,11;110,22;P3;0,008569;AP;RESIDENCIAL;177000;10620;ZAR2;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11700 - APT 404 BLOCO 1 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;9063,1;53,21;106,42;P3;0,008274;AP;RESIDENCIAL;171500;10290;ZAR2;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11667 - APT 503 BLOCO 12 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;18915,6;63,83;63,83;P3;0,004395;AP;RESIDENCIAL;205000;6150;ZAR2;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11667 - APT 102 BLOCO 4 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;18915,6;66,99;133,98;P3;0,004613;AP;RESIDENCIAL;215000;12900;ZAR2;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11667 - APT 101 BLOCO 4 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;18915,6;66,99;133,98;P3;0,004613;AP;RESIDENCIAL;215000;12900;ZAR2;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11667 - APT 103 BLOCO 11 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;18915,6;66,99;133,98;P3;0,004613;AP;RESIDENCIAL;215000;12900;ZAR2;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11667 - APT 102 BLOCO 12 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;18915,6;66,99;133,98;P3;0,004613;AP;RESIDENCIAL;215000;12900;ZAR2;22/09/2021
RUA TEREZA MOTA VALADARES 273 - APT 1102 - BURITIS - 30575-160 - BELO HORIZONTE - MG;BURITIS;2014;3701;114,23;114,23;P3;0,01588;AP;RESIDENCIAL;422000;12660;ZAR2;22/09/2021
RUA PROFESSOR MANOEL PENA 61 - APT 202 - SANTA MONICA - 31565-270 - BELO HORIZONTE - MG;SANTA MONICA;2021;720;40,28;80,56;P3;0,049341;AC;NAO RESIDENCIAL;250000;15000;ZAP;22/09/2021
RUA ALUISIO LOBAO VERAS 253 - BLOCO V APT 101 - SERRANO - 30882-550 - BELO HORIZONTE - MG;SERRANO;2000;2300,15;48,25;48,25;P2;0,013889;AP;RESIDENCIAL;157192,39;4715,77;ZAP;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11667 - APT 201 BLOCO 6 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;18915,6;52,46;104,92;P3;0,003612;AP;RESIDENCIAL;173000;10380;ZAR2;22/09/2021
RUA PADRE ARGEMIRO MOREIRA 11667 - APT 501 BLOCO 2 - MARIA TERESA - 31998-250 - BELO HORIZONTE - MG;MARIA TERESA;2021;18915,6;63,83;127,66;P3;0,004395;AP;RESIDENCIAL;201064,5;12063,86;ZAR2;22/09/2021
RUA DOS BORGES 1050 - APT 204 BLOCO 1 - JARDIM VITORIA - 31975-270 - BELO HORIZONTE - MG;JARDIM VITORIA;2021;8304,94;53,35;106,7;P3;0,009983;AP;RESIDENCIAL;175521,5;10531,28;ZAR2;22/09/2021
RUA DOS BORGES 990 - APT 102 BLOCO 13 - JARDIM VITORIA - 31975-270 - BELO HORIZONTE - MG;JARDIM VITORIA;2020;18932,82;53,06;106,12;P3;0,003682;AP;RESIDENCIAL;175500;10530;ZAR2;22/09/2021
RUA DOS BORGES 990 - APT 204 BLOCO 10 - JARDIM VITORIA - 31975-270 - BELO HORIZONTE - MG;JARDIM VITORIA;2020;18932,82;52,59;105,18;P3;0,00365;AP;RESIDENCIAL;173021,1;10381,26;ZAR2;22/09/2021
RUA DOS BORGES 990 - APT 501 BLOCO 12 - JARDIM VITORIA - 31975-270 - BELO HORIZONTE - MG;JARDIM VITORIA;2020;18932,82;52,59;105,18;P3;0,00365;AP;RESIDENCIAL;173021,1;10381,26;ZAR2;22/09/2021
AVE AFONSO PENA 3761 - APT 607 PAVMTO 6 - SERRA - 30130-008 - BELO HORIZONTE - MG;SERRA;2002;2493,88;55,09;55,09;P4;0,003574;AP;RESIDENCIAL;220738,28;6622,14;ZA;22/09/2021
RUA POMPEIA 39 - APT 2 - PRADO - 30411-193 - BELO HORIZONTE - MG;PRADO;1976;536;192,59;192,59;P3;0,122666;AP;RESIDENCIAL;850000;25500;ZA;22/09/2021
RUA EPHIGENIO SALLES VICTOR 36 - APT 302 BLOCO 1 - MADRE GERTRUDES - 30518-280 - BELO HORIZONTE - MG;MADRE GERTRUDES;2020;4197,12;48,69;48,69;P3;0,011825;AP;RESIDENCIAL;189900;5697;ZAR2;22/09/2021
RUA PROFESSOR LINCOLN CONTINENTINO 95 - APT 501 - CIDADE NOVA - 31170-230 - BELO HORIZONTE - MG;CIDADE NOVA;2012;840;244,32;244,32;P4;0,072952;AP;RESIDENCIAL;1182500;35475;ZA;22/09/2021
RUA BARAO DE GUAXUPE 653 - APT 1 - ALTO DOS PINHEIROS - 30530-160 - BELO HORIZONTE - MG;ALTO DOS PINHEIROS;1991;420;235,31;235,31;P3;0,4719;AP;RESIDENCIAL;580627,43;17418,82;ZAR2;22/09/2021
RUA LUIZ ZUDDIO 325 - APT 403 BLOCO 2 - MARIA VIRGINIA - 31155-550 - BELO HORIZONTE - MG;MARIA VIRGINIA;2010;5831,98;94,37;94,37;P3;0,011596;AP;RESIDENCIAL;343730,35;10311,91;ZAP;22/09/2021
AVE DO CONTORNO 9419 - PRADO - 30110-063 - BELO HORIZONTE - MG;PRADO;2016;219,25;493,68;493,68;P2;1;LJ;NAO RESIDENCIAL;1100000;33000;ZA;22/09/2021
RUA JOAO AMBROSIO 148 - APT 302 - SANTA MONICA - 31565-350 - BELO HORIZONTE - MG;SANTA MONICA;2021;360;63,08;63,08;P3;0,101462;AP;RESIDENCIAL;270000;8100;ZAP;22/09/2021
RUA ERNESTO TOGNOLO 251 - APT 1003 BLOCO 1 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2020;6092,32;65,54;65,54;P3;0,00732;AP;RESIDENCIAL;192887,27;5786,61;ZAR2;22/09/2021
RUA SAO PAULO DA CRUZ 85 - APT 204 - BARREIRO - 30642-060 - BELO HORIZONTE - MG;BARREIRO;2014;606;112,74;112,74;P3;0,066781;AP;RESIDENCIAL;400000;12000;ZAP;22/09/2021
RUA PAULISTA 715 - APT 401 - FERNAO DIAS - 31910-532 - BELO HORIZONTE - MG;FERNAO DIAS;2015;745;213,91;213,91;P4;0,0802;AP;RESIDENCIAL;631465,05;18943,95;ZAP;22/09/2021
RUA DORIVAL MACHADO 607 - APT 601 - SANTA MONICA - 31525-150 - BELO HORIZONTE - MG;SANTA MONICA;2015;1080;138,11;138,11;P3;0,04472;AP;RESIDENCIAL;300000;9000;ZAP;22/09/2021
RUA PROFESSOR ARDUINO BOLIVAR 91 - APT 801 - SANTO ANTONIO - 30350-140 - BELO HORIZONTE - MG;SANTO ANTONIO;2021;3110,1;245,62;245,62;P5;0,021096;AP;RESIDENCIAL;1904888;57146,64;ZA;22/09/2021
RUA PEQUIA 42 - APT 502 - SUZANA - 31260-400 - BELO HORIZONTE - MG;SUZANA;2021;689,05;163,9;163,9;P4;0,099348;AP;RESIDENCIAL;549065;16471,95;ZAR2;22/09/2021
AVE JOSE CANDIDO DA SILVEIRA 398 - APT 1106 - SAGRADA FAMILIA - 31035-572 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1981;1668;114;114;P3;0,0111;AP;RESIDENCIAL;249999,76;7499,99;ZAP;22/09/2021
RUA MASCARENHAS DE MORAIS 145 - BLOCO 1 APT 401 - SAO LUIZ - 31270-720 - BELO HORIZONTE - MG;SAO LUIZ;2001;4680;74,77;74,77;P3;0,007577;AP;RESIDENCIAL;280198,65;8405,95;ZAP;22/09/2021
RUA PEDRA LAVRADA 165 - APT 208 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2021;10401,77;55,17;55,17;P4;0,004356;AP;RESIDENCIAL;196956,9;5908,7;ZAR2;22/09/2021
RUA DOUTOR JUVENAL DOS SANTOS 315 - APT 301 - LUXEMBURGO - 30380-530 - BELO HORIZONTE - MG;LUXEMBURGO;2015;864;195,96;195,96;P4;0,07275;AP;RESIDENCIAL;790000;23700;ZAR2;22/09/2021
RUA DOM JOAO PIMENTA 86 - APT 102 - CORACAO EUCARISTICO - 30535-440 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;1983;500;165;165;P3;0,166666;AP;RESIDENCIAL;520000;15600;ZA;22/09/2021
RUA PEDRA LAVRADA 165 - APT 202 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2021;10401,77;55,17;55,17;P4;0,004356;AP;RESIDENCIAL;196956,9;5908,7;ZAR2;22/09/2021
RUA ENGENHO DO SOL 400 - APT 203 BLOCO 8 - ENGENHO NOGUEIRA - 31320-610 - BELO HORIZONTE - MG;ENGENHO NOGUEIRA;2015;8338,01;52,73;52,73;P3;0,005498;AP;RESIDENCIAL;175000;5250;ZAR2;22/09/2021
RUA VICOSA 694 - APT 4 - SANTO ANTONIO - 30330-160 - BELO HORIZONTE - MG;SANTO ANTONIO;1971;504;63,92;63,92;P3;0,047;AP;RESIDENCIAL;260000;7800;ZA;22/09/2021
RUA PEDRA LAVRADA 165 - APT 1002 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2021;10401,77;55,17;55,17;P4;0,004356;AP;RESIDENCIAL;215000;6450;ZAR2;22/09/2021
RUA ODETE RODRIGUES DE OLIVEIRA 55 - APT 401 - JARDIM DOS COMERCIARIOS - 31640-065 - BELO HORIZONTE - MG;JARDIM DOS COMERCIARIOS;2021;525;136,83;273,66;P3;0,087911;AP;RESIDENCIAL;290000;17400;ZAP;22/09/2021
RUA PEDRA LAVRADA 165 - APT 106 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2021;10401,77;56,62;56,62;P4;0,004471;AP;RESIDENCIAL;202133,4;6064;ZAR2;22/09/2021
RUA SANTA RITA DURAO 84 - APT 904 - FUNCIONARIOS - 30140-110 - BELO HORIZONTE - MG;FUNCIONARIOS;2020;428;119,47;119,47;P3;0,045265;AP;RESIDENCIAL;654695,6;19640,86;ZCBH;22/09/2021
AVE JOSE CANDIDO DA SILVEIRA 398 - GARAGE 37 - SAGRADA FAMILIA - 31035-572 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1981;1668;17;17;P3;0,0017;VR;RESIDENCIAL;50000;1500;ZAP;22/09/2021
RUA CONCEICAO VIDIGAL PAULUCCI 15 - APT 403 - PALMARES - 31155-440 - BELO HORIZONTE - MG;PALMARES;1995;1080;48,99;48,99;P2;0,03142;AP;RESIDENCIAL;195205,06;5856,15;ZAP;22/09/2021
AVE PRESIDENTE TANCREDO NEVES 2640 - GARAGE VC 31 PAVMTO 5º - PAQUETA - 31330-472 - BELO HORIZONTE - MG;PAQUETA;2021;6505,42;7,25;7,25;P4;0,00058;VC;NAO RESIDENCIAL;29000;870;ZAR2;22/09/2021
RUA CONSELHEIRO JOAQUIM CAETANO 27 - APT 202 - NOVA GRANADA - 30421-470 - BELO HORIZONTE - MG;NOVA GRANADA;2016;2735,32;147,34;147,34;P4;0,01732;AP;RESIDENCIAL;590000;17700;ZAP;22/09/2021
RUA ERNESTO TOGNOLO 251 - APT 404 BLOCO 2 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2020;6092,32;62,86;62,86;P3;0,00702;AP;RESIDENCIAL;184999,9;5549,99;ZAR2;22/09/2021
RUA PROFESSOR MANOEL PENA 61 - APT 404 - SANTA MONICA - 31565-270 - BELO HORIZONTE - MG;SANTA MONICA;2021;720;62,55;62,55;P3;0,076607;AC;NAO RESIDENCIAL;329000;9870;ZAP;22/09/2021
AVE BERNARDO DE VASCONCELOS 2500 - BLOCO B APT 208 - IPIRANGA - 31160-440 - BELO HORIZONTE - MG;IPIRANGA;1993;29156,16;129,49;129,49;P4;0,00109;AP;RESIDENCIAL;307826,08;9234,78;ZAP;23/09/2021
PCA SAO JOSE 98 - APT 401 BLOCO 4 - PARQUE SAO JOSE - 30570-515 - BELO HORIZONTE - MG;PARQUE SAO JOSE;2008;4496,8;48,69;48,69;P3;0,009053;AP;RESIDENCIAL;197460,82;5923,82;ZAR2;23/09/2021
RUA ALAGOAS 581 - APT 811 - SAVASSI - 30130-165 - BELO HORIZONTE - MG;SAVASSI;1996;2820;109,82;109,82;P4;0,005702;AP;RESIDENCIAL;619751,25;18592,53;ZCBH;23/09/2021
RUA BICUIBA 12 - DOM BOSCO - 30850-260 - BELO HORIZONTE - MG;DOM BOSCO;1991;420;189;189;P3;1;CA;RESIDENCIAL;460649,7;13819,49;ZAP;23/09/2021
RUA CARIOCA 771 - APT 202 - PADRE EUSTAQUIO - 30730-420 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1992;945;134,04;134,04;P3;0,079171;AP;RESIDENCIAL;430000;12900;ZA;23/09/2021
RUA DEMETRIO RIBEIRO 75 - APT 403 BLOCO 2 - VERA CRUZ - 30285-680 - BELO HORIZONTE - MG;VERA CRUZ;2013;5100,5;76,83;76,83;P3;0,007618;AP;RESIDENCIAL;270000;8100;ZAP;23/09/2021
RUA DOM JOAQUIM SILVERIO 901 - APT 201 - CORACAO EUCARISTICO - 30535-620 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;1987;754;127,99;127,99;P3;0,083333;AP;RESIDENCIAL;311783,64;9353,5;ZA;23/09/2021
RUA DOS GUAJAJARAS 1268-B - APT 3220 - SANTO AGOSTINHO - 30180-107 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1971;15968;67,68;67,68;P3;0,000839;AP;RESIDENCIAL;225000;6750;ZHIP;23/09/2021
RUA DOUTOR ALVARO CAMARGOS 380 - APT 201 BLOCO 1 - SAO JOAO BATISTA - 31515-200 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2007;677,25;42,92;42,92;P2;0,007143;AP;RESIDENCIAL;155000;4650;ZAP;23/09/2021
RUA ESTADOS UNIDOS 8 - APT 402 - SION - 30315-270 - BELO HORIZONTE - MG;SION;2017;413,4;134,59;134,59;P4;0,09796;AP;RESIDENCIAL;618000;18540;ZA;23/09/2021
RUA GENTIL PORTUGAL DO BRASIL 55 - APT 103 BLOCO 56 - CAMARGOS - 30520-540 - BELO HORIZONTE - MG;CAMARGOS;2013;59833,1;50,5;50,5;P3;0,000769;AP;RESIDENCIAL;170000;5100;ZAR2;23/09/2021
RUA HELENA PETROVNA BLAVATSKY 81 - APT 700 - PALMARES - 31160-520 - BELO HORIZONTE - MG;PALMARES;2007;360;259,11;259,11;P4;0,21576;AP;RESIDENCIAL;1000000;30000;ZAP;23/09/2021
RUA HENRIQUETA LISBOA 535 - JARDIM VITORIA - 31970-330 - BELO HORIZONTE - MG;JARDIM VITORIA;0;200;0;0;TE;1;LV;TERRITORIAL;150000;18000;ZAR2;23/09/2021
RUA HUMAITA 829 - APT 306 - PADRE EUSTAQUIO - 30720-410 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2000;1000;76,09;76,09;P3;0,037759;AP;RESIDENCIAL;255000;7650;ZA;23/09/2021
RUA IMBE 34 - APT 402 - CAICARAS - 30770-520 - BELO HORIZONTE - MG;CAICARAS;2001;690;184,72;184,72;P4;0,076401;AP;RESIDENCIAL;510000;15300;ZAP;23/09/2021
RUA JORDELINA MARIA DO CARMO 210 - APT 402 - MANTIQUEIRA - 31660-260 - BELO HORIZONTE - MG;MANTIQUEIRA;2015;525;66,97;66,97;P3;0,08609;AP;RESIDENCIAL;220331,3;6609,93;ZAP;23/09/2021
RUA JOSE GASPAR DE ARAUJO 170 - APT 600 - CIDADE NOVA - 31170-790 - BELO HORIZONTE - MG;CIDADE NOVA;1998;395;221,75;221,75;P4;0,242384;AP;RESIDENCIAL;762043,88;22861,31;ZA;23/09/2021
RUA JOSE RIBEIRO FILHO 207 - APT 1201 BLOCO 1 - OURO PRETO - 31330-500 - BELO HORIZONTE - MG;OURO PRETO;2016;2378;149,95;149,95;P3;0,017822;AP;RESIDENCIAL;655000;19650;ZAP;23/09/2021
RUA OSVALDO LIMA E SILVA 26 - BLOCO A APT 203 - FLAVIO DE OLIVEIRA - 30626-670 - BELO HORIZONTE - MG;FLAVIO DE OLIVEIRA;1982;17938,36;68,07;68,07;P2;0,006269;AP;RESIDENCIAL;176578,91;5297,36;ZAP;23/09/2021
RUA PRATA 55 - APT 302 - CRUZEIRO - 30310-100 - BELO HORIZONTE - MG;CRUZEIRO;2021;432;169,52;169,52;P4;0,12029;AP;RESIDENCIAL;822172;24665,16;ZA;23/09/2021
RUA SAO PAULO 1071 - GARAGE 50 - CENTRO - 30170-907 - BELO HORIZONTE - MG;CENTRO;1989;1199;15,62;15,62;P3;0,001115;VC;NAO RESIDENCIAL;57075,48;1712,26;ZHIP;23/09/2021
RUA SAO PAULO 1071 - SALA 1418 - CENTRO - 30170-907 - BELO HORIZONTE - MG;CENTRO;1989;1199;28,97;28,97;P3;0,002068;SL;NAO RESIDENCIAL;70365,01;2110,95;ZHIP;23/09/2021
RUA VICENTE DUTRA 235 - APT 202 - DIAMANTE - 30660-140 - BELO HORIZONTE - MG;DIAMANTE;2017;450;140,28;140,28;P3;0,08293;AP;RESIDENCIAL;410000;12300;ZAP;23/09/2021
RUA ZURICK 1140 - BLOCO A APT 202 - NOVA SUISSA - 30421-112 - BELO HORIZONTE - MG;NOVA SUISSA;2003;2913;76,51;76,51;P3;0,008544;AP;RESIDENCIAL;230000;6900;ZAP;23/09/2021
AVE DO CONTORNO 5770 - APT 902 - SAVASSI - 30110-036 - BELO HORIZONTE - MG;SAVASSI;2020;565,65;91,75;91,75;P3;0,031238;AP;RESIDENCIAL;408287,5;12248,62;ZCBH;23/09/2021
RUA DOUTOR JEFFERSON DE OLIVEIRA 68 - SANTA AMELIA - SANTA AMELIA - 31560-230 - BELO HORIZONTE - MG;SANTA AMELIA;1986;440;164;213;P1;1;LJ;NAO RESIDENCIAL;621327,6;55919,46;ZAP;23/09/2021
RUA MONTE BRANCO 470 - APT 202 - NOVA SUISSA - 30421-138 - BELO HORIZONTE - MG;NOVA SUISSA;1976;360;104,4;104,4;P3;0,142857;AP;RESIDENCIAL;250000;7500;ZAP;23/09/2021
RUA SALGUEIRO 205 - APT 601 - IPIRANGA - 31140-550 - BELO HORIZONTE - MG;IPIRANGA;2016;465,5;120,4;120,4;P3;0,06963;AP;RESIDENCIAL;418992;12569,76;ZAP;23/09/2021
RUA EPHIGENIO SALLES VICTOR 36 - APT 101 BLOCO 2 - MADRE GERTRUDES - 30518-280 - BELO HORIZONTE - MG;MADRE GERTRUDES;2020;4197,12;48,69;48,69;P3;0,011825;AP;RESIDENCIAL;172000;5160;ZAR2;23/09/2021
RUA ZURICK 1514 - APT 303 - SALGADO FILHO - 30550-172 - BELO HORIZONTE - MG;SALGADO FILHO;1994;1200;70,64;70,64;P3;0,03278;AP;RESIDENCIAL;279072,64;8372,17;ZAP;23/09/2021
AVE DAS CASTANHOLAS 244 - APT 1101 BLOCO 3 - CONJUNTO CALIFORNIA I - 30850-760 - BELO HORIZONTE - MG;CONJUNTO CALIFORNIA I;2015;12051,16;72,8;72,8;P4;0,00222;AP;RESIDENCIAL;240000;7200;ZAP;23/09/2021
RUA SAO PAULO 1105 - APT 901 - CENTRO - 30170-133 - BELO HORIZONTE - MG;CENTRO;1978;360;100;100;P2;0,0327;AP;RESIDENCIAL;312000;9360;ZHIP;23/09/2021
RUA CYRO VAZ DE MELO 424 - CASA 02 - DONA CLARA - 31255-840 - BELO HORIZONTE - MG;DONA CLARA;1981;396;97;97;P3;0,245679;AP;RESIDENCIAL;330000;9900;ZAP;23/09/2021
RUA TOBIAS MOSCOSO 91 - APT 601 - SANTA LUCIA - 30350-610 - BELO HORIZONTE - MG;SANTA LUCIA;1981;802;140;140;P3;0,0497;AP;RESIDENCIAL;650000;19500;ZAR1;23/09/2021
RUA DORESOPOLIS 591 - APT 703 BLOCO 03 - FERNAO DIAS - 31910-442 - BELO HORIZONTE - MG;FERNAO DIAS;2012;4422;78,21;78,21;P3;0,008268;AP;RESIDENCIAL;284399,98;8531,99;ZAP;23/09/2021
RUA IPACARAI 316 - PINDORAMA - 30865-100 - BELO HORIZONTE - MG;PINDORAMA;1982;360;153,19;181,26;P2;1;CA;RESIDENCIAL;282994,04;25469,46;ZAP;23/09/2021
RUA DOS PAMPAS 201 - GARAGE 90 PAVMTO 3º GAR 3 - PRADO - 30411-073 - BELO HORIZONTE - MG;PRADO;2016;7290,1;14,17;14,17;P5;0,00052;VC;NAO RESIDENCIAL;46271,79;1388,15;ZA;23/09/2021
RUA JACEGUAI 208 - SALA 606 - PRADO - 30411-040 - BELO HORIZONTE - MG;PRADO;2016;7290,1;65,13;65,13;P5;0,00239;SL;NAO RESIDENCIAL;302297,64;9068,92;ZA;23/09/2021
RUA DOS INCONFIDENTES 900 - APT 704 - SAVASSI - 30140-128 - BELO HORIZONTE - MG;SAVASSI;2021;760,09;93,69;93,69;P4;0,020135;AP;RESIDENCIAL;562140;16864,2;ZCBH;23/09/2021
RUA OSWALDO FERRAZ 476 - APT 502 - SAGRADA FAMILIA - 31030-460 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2009;989,88;126,19;126,19;P3;0,038466;AP;RESIDENCIAL;475189,35;14255,68;ZAP;23/09/2021
RUA ERNESTO TOGNOLO 251 - APT 503 BLOCO 2 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2020;6092,32;65,54;65,54;P3;0,00732;AP;RESIDENCIAL;196500;5895;ZAR2;23/09/2021
RUA TENENTE ANASTACIO DE MOURA 1057 - APT 202 - NOVO SAO LUCAS - 30240-390 - BELO HORIZONTE - MG;NOVO SAO LUCAS;1988;378;130,98;130,98;P3;0,16404;AP;RESIDENCIAL;400000;12000;ZAP;23/09/2021
RUA MANSUETO FILIZZOLA 191 - CASA 1 - SANTA AMELIA - 31560-270 - BELO HORIZONTE - MG;SANTA AMELIA;2008;418,5;182,98;365,96;P3;0,52351;CA;RESIDENCIAL;749999,83;44999,98;ZAP;23/09/2021
RUA DAS FLORES 175 - APT 301 - NOVA SUISSA - 30421-280 - BELO HORIZONTE - MG;NOVA SUISSA;1977;300;97,58;97,58;P2;0,139;AP;RESIDENCIAL;298000;8940;ZAP;23/09/2021
RUA DOS TIMBIRAS 395 - APT 202 - FUNCIONARIOS - 30140-060 - BELO HORIZONTE - MG;FUNCIONARIOS;2020;600;140,38;140,38;P5;0,04563;AP;RESIDENCIAL;1090000;32700;ZCBH;23/09/2021
RUA CURA D ARS 774 - APT 501 - PRADO - 30411-197 - BELO HORIZONTE - MG;PRADO;2009;350;262,77;525,54;P4;0,32126;AP;RESIDENCIAL;1027562,09;61653,72;ZA;23/09/2021
RUA BRANCA DE SOUZA COUTO 34 - GARAGE 16 - DONA CLARA - 31260-160 - BELO HORIZONTE - MG;DONA CLARA;2021;1112;13,37;13,37;P3;0,0039;VR;RESIDENCIAL;44923,2;1347,69;ZAP;23/09/2021
RUA BRANCA DE SOUZA COUTO 34 - APT 803 - DONA CLARA - 31260-160 - BELO HORIZONTE - MG;DONA CLARA;2021;1112;158,86;158,86;P3;0,04635;AP;RESIDENCIAL;552832,8;16584,98;ZAP;23/09/2021
RUA MIGUEL AUGUSTO DA SILVA 440 - CASA 02 - SAO JOAO BATISTA - 31515-400 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2020;360;111,04;222,08;P3;0,5;CA;RESIDENCIAL;455000;27300;ZAP;23/09/2021
RUA MARIA ANTONIA FRAGOLA 261 - CAMARGOS - 30520-280 - BELO HORIZONTE - MG;CAMARGOS;1989;375;132,7;132,7;P3;1;CA;RESIDENCIAL;550000;16500;ZAR2;23/09/2021
RUA DEPUTADO SALIM NACUR 173 - APT 101 BLOCO 01 - SANTA AMELIA - 31555-190 - BELO HORIZONTE - MG;SANTA AMELIA;2016;19969,62;95,99;95,99;P4;0,003917;AP;RESIDENCIAL;460000;13800;ZAR2;23/09/2021
RUA DOMINGOS MOUTINHO TEIXEIRA 98 - APT 301 - PALMARES - 31155-660 - BELO HORIZONTE - MG;PALMARES;2009;720;137,5;137,5;P4;0,05827;AP;RESIDENCIAL;537693,75;16130,81;ZAP;23/09/2021
RUA AUGUSTO JOSE DE ARAUJO 307 - SAO GABRIEL - 31980-320 - BELO HORIZONTE - MG;SAO GABRIEL;1980;24599;90;90;P1;0,005;CA;RESIDENCIAL;430000;12900;ZAR2;23/09/2021
RUA MARCO AURELIO DE MIRANDA 285 - APT 102 - BURITIS - 30575-210 - BELO HORIZONTE - MG;BURITIS;1994;543;172,47;172,47;P3;0,17733;AP;RESIDENCIAL;474154,52;14224,63;ZAR2;23/09/2021
RUA JOSE DE ASSIS 457 - CAMARGOS - 30520-410 - BELO HORIZONTE - MG;CAMARGOS;1982;402,5;70,78;70,78;P1;1;BA;RESIDENCIAL;350000;10500;ZAR2;23/09/2021
